clean_content,sentiment,label,score,text_length,word_count,at,thumbsUpCount,reviewCreatedVersion,appVersion
sangat bagus dan murah fyp di akun instagram saya,positif,2,5,49,9,2025-12-13 13:52:24,0,,
enakkk,positif,2,5,6,1,2026-04-05 02:12:04,0,423.0.0.47.66,423.0.0.47.66
informa update,positif,2,5,14,2,2026-02-17 10:00:19,0,416.0.0.47.66,416.0.0.47.66
kenapa akun pertama saya ga bisa repost ya tpi di akun ke 2 bisa dan apk nya lebih bagus tolong knp bisa gitu,netral,1,3,109,23,2026-04-17 08:03:33,0,421.0.0.51.66,421.0.0.51.66
banyak bug sekarang muncul notif menerima pesan dari seseorang eh pas dibuka ga ada samaa sekali,positif,2,5,96,16,2026-05-15 09:45:09,0,383.1.0.48.78,383.1.0.48.78
kenapa instagram tidak bisa masuk padahal semuanya benar semua udah pakek cara semua di google tapi tidak bisa sandinya benar tapi sendi salah mulu tolong ya di perbaiki,negatif,0,1,169,28,2026-01-19 07:32:46,1,410.1.0.63.71,410.1.0.63.71
kenapaa ig skrgg suka bgt ngebugg story ga masuk arsipp sama sekali jadinya harus trus uninstall baru down lagi baru munculll cape harus masuk ke satu satu akunn belum lagi apa apa skrg storynya jadi burem ga jernihh pdhl udh pake pengaturan yang paling gede mb uploadnyaa dan kadang pilihan favorit di menu story sukaa ilanggg,netral,1,2,327,56,2026-04-30 08:43:06,2,427.0.0.47.73,427.0.0.47.73
pengen irin orang liatin sg orang orang pada pamer,negatif,0,1,50,9,2026-03-31 08:38:51,0,,
pengalaman saya akun saya tiba di nonaktifkan padahal saya ga pernah pos yang macam,netral,1,4,83,14,2026-04-03 01:52:56,0,423.0.0.47.66,423.0.0.47.66
bagus aja siee tpi aku stiap mau cari filter ga ketemu gtu gtauu knpaa trus pas mau post vt dc gtu mlah hitam lyarnya kan jadi gabisa liat hsil vt nya,netral,1,3,150,31,2026-05-09 01:21:59,0,,
fitur akun remaja itu sangat meresahkan bisa disalah gunakan oleh pihak yang usil bisa bisanya akun saya dianggap akun remaja ini gila dimohon untuk di perbaiki kembali fitur fitur aneh terbaru kalian ini sungguh sangat sangat menggangu kenyaman bersosial media dan berpotensi ancam privasi serius,negatif,0,1,297,45,2026-05-13 16:10:41,0,70.0.0.22.98,70.0.0.22.98
gajelas makin update malah makin jelek bugnya di mana mana minimal kalo mau update tu yang berguna aja jangan semua diupdate berakhir ga ada gunanya dan malah bikin bug,negatif,0,1,168,29,2026-04-04 11:03:30,0,,
tolong dong di perbaiki beranda sya jdi bug begini,netral,1,3,50,9,2026-04-21 07:50:40,0,425.0.0.47.61,425.0.0.47.61
apk tidak bisa dibuka alias bug,negatif,0,1,31,6,2026-04-25 17:38:27,0,426.0.0.37.68,426.0.0.37.68
saya selalu suka main instagram tetapi kenapa tiba akun saya seketika lupa sandi padahal sandi saya betul kasih penyelesaian,positif,2,5,124,19,2026-03-09 04:14:16,0,,
jelek banget sekarang ig semenjak di update makin lag susah masuk pesan tolong diperbaiki lagi,netral,1,2,94,15,2026-04-25 10:43:34,0,426.0.0.37.68,426.0.0.37.68
tolong ini kenapa setiap buka foto di feed gambarnya buram lalu geser ke slide ke 2 baru jelas tolong diperbaiki bug ini,netral,1,4,120,22,2026-02-13 01:20:47,3,416.0.0.47.66,416.0.0.47.66
aplikasi bagus bgt,positif,2,5,18,3,2026-04-14 13:43:49,0,424.0.0.49.64,424.0.0.49.64
aduh instagram banyak bug nya mau masuk malah kepental sendiri padahal penyimpanan masih banyak perbaiki segara,negatif,0,1,111,16,2026-04-22 17:41:01,0,,
ini di tahun 2025 aplikasi ini menurutku menjadi acuan untuk menjangkau semua orang gimana jadinya jika tiba tiba aplikasi ini hilang secara tiba tiba,positif,2,5,150,24,2025-12-27 15:32:09,0,305.0.0.34.110,305.0.0.34.110
bnyk bugg,netral,1,3,9,2,2025-12-13 13:01:16,0,409.0.0.48.170,409.0.0.48.170
saya menemukan bug baru di bagian beranda feed postingan saya ada salah satu postingan saya tidak terlihat tampilannya mohon dibenahin,negatif,0,1,134,20,2025-12-08 14:10:41,22,405.1.0.57.77,405.1.0.57.77
error mulu,negatif,0,1,10,2,2026-04-26 21:01:24,0,426.0.0.37.68,426.0.0.37.68
sangat sangat membantu,positif,2,5,22,3,2026-04-02 15:23:59,0,,
aplikasi nya bagus bisa komunikasi tanpa harus ngasih wa jadi kalo ada yg minta wa ku kasih nya ig,positif,2,5,98,19,2026-02-17 11:13:20,0,,
aplikasinya sangat luar biasa bagus nya,positif,2,5,39,6,2026-02-20 17:18:54,0,376.0.0.52.68,376.0.0.52.68
apknya bagus si ga banyak meneye menye nya nyekrol lancar pokonya top dah,positif,2,5,73,13,2025-12-27 07:46:42,0,,
kata sandi salah padahal sudah benar sampai saya ganti kata sandi saya masukin masih aja salah lagi pake sandi baru juga tapi dichrome bisa aplikasi error gak jelas,negatif,0,1,164,28,2026-02-15 03:18:02,1,416.0.0.47.66,416.0.0.47.66
kaga bisa masukkkk,negatif,0,1,18,3,2026-02-13 15:56:40,0,377.1.0.48.63,377.1.0.48.63
kurang centang biru niehh,positif,2,5,25,4,2026-03-17 10:27:34,0,355.1.0.46.103,355.1.0.46.103
media komunikasi yang baik dan media informasi yang menarik,positif,2,5,59,9,2026-03-26 12:28:38,6,422.0.0.44.64,422.0.0.44.64
maaff 3 hari ini kok gaada sinyal aga susah gitu padahal wifi nyala paketan juga masih temen saya juga gitu pada susah untuk scrolling gaadaa sinyall secepatnya tolong di benerin yaa biar orang juga pada nyaman kalo buka instragam,netral,1,2,230,39,2026-04-26 14:27:54,0,,
makin jelekk fitur live nyaa hilang,negatif,0,1,35,6,2026-01-06 10:18:16,0,,
sangat tdk memuaskan,negatif,0,1,20,3,2025-12-13 02:01:03,0,409.0.0.48.170,409.0.0.48.170
manntabb,positif,2,5,8,1,2026-02-04 18:30:41,0,414.0.0.40.83,414.0.0.40.83
kalau mau tambah tambah fitur paling tidak tambahkan fitur untuk melihat apakah akun di following itu saling mengikuti atau tidak tanpa harus buka pesan satu persatu,positif,2,5,165,26,2025-12-14 05:24:39,5,409.0.0.48.170,409.0.0.48.170
aplikasi instagram ini sangat berguna dari aplikasi ini saya bisa berkomunikasi mendapatkan video berita dan informasi penting lainnya,positif,2,5,134,18,2026-05-03 02:25:53,0,426.0.0.37.68,426.0.0.37.68
syukaaa bnget,netral,1,4,13,2,2026-05-18 18:12:52,0,429.1.0.44.70,429.1.0.44.70
kerja,positif,2,5,5,1,2026-02-03 17:06:21,0,,
ig ngeleg mulu padahal jaringan aman,negatif,0,1,36,6,2026-04-26 17:15:42,1,,
matan roh,negatif,0,1,9,2,2026-02-15 05:01:06,0,,
udh 3 hri aku buka ig kok loading mulu sih pdahl data wifi aku lancar2 aja tolong nih pihak ig di perbaiki lagi,netral,1,2,111,23,2026-04-28 01:44:29,0,,
aku suka karena bisa foto,positif,2,5,25,5,2026-04-15 07:32:52,0,,
aplikasi ini bagus banget karena buat pemula konten creator,positif,2,5,59,9,2026-03-24 08:54:33,0,,
min perbaikiblagi aplikasinya saya mau scrooll instagram malah loading mulu padahal jaringan bagus,netral,1,4,98,13,2026-01-19 09:41:03,0,,
tambah lagi fitur ai automatic vidio nya biar keren,positif,2,5,51,9,2026-04-11 01:32:06,1,420.0.0.55.74,420.0.0.55.74
plis deh instagram kemblikan fitur live tanpa batasan fllwrs,netral,1,3,60,9,2026-02-25 00:17:32,0,417.0.0.54.77,417.0.0.54.77
snget bngus,positif,2,5,11,2,2026-02-03 21:00:14,0,,
woii kocak akun gua kenapa di log mulu udh ganti hp lo ini,negatif,0,1,58,13,2026-03-10 19:32:48,0,,
bagusss bangettt omaygatttt,positif,2,5,27,3,2026-01-16 12:28:16,0,412.0.0.35.87,412.0.0.35.87
setiap habis update ada aja masalah,negatif,0,1,35,6,2026-04-24 12:49:25,0,426.0.0.37.68,426.0.0.37.68
ig sekarang kenapa ya setiap mau scrol ataupun bikin tata letak pasti ada tulisan tidak dapat memuat gambar atau tidak dapat memuat ulang kayanya cuman ig ak yg bermasalah deh atau ada yang sama,netral,1,3,194,34,2026-01-30 10:43:30,11,414.0.0.40.83,414.0.0.40.83
sangat bagus buat foto efek ya juga bagus bagus,positif,2,5,47,9,2026-01-25 04:05:32,0,,
bagus sih tapi kenapa saya gak ada fitur postingan ulng nya padahal udh update ke versi terbaru,positif,2,5,95,17,2026-04-28 18:25:30,0,425.0.0.47.61,425.0.0.47.61
kebanyak iklan judi online tolong lahh gua udah muak liat iklan judi online terus scrol dikit iklan judi online,negatif,0,1,111,19,2026-01-06 18:01:51,1,411.0.0.23.257,411.0.0.23.257
saya ksi bintang 2 soalnya aneh tiba follow orang udah ubah sandi jga,netral,1,2,69,13,2026-05-21 05:15:15,0,429.1.0.44.70,429.1.0.44.70
bagus ya untuk sosial media bagus banget ini dan ringan juga ga kayak apk sebelah yang lama seberat batu lah nih apk udah mantep ramah lagi di sekalangan hp mantap jiwaaaaa,positif,2,5,172,31,2026-02-10 10:11:33,2,415.1.0.46.76,415.1.0.46.76
tidak ada fitur ai,negatif,0,1,18,4,2026-05-18 16:20:55,0,429.1.0.44.70,429.1.0.44.70
ini kenapa yaa setelah update malah gak bisa pke tata letak tolong dong admin,netral,1,3,77,14,2026-02-01 12:57:10,0,414.0.0.40.83,414.0.0.40.83
cant open,positif,2,5,9,2,2026-02-06 13:02:55,0,150.0.0.32.120,150.0.0.32.120
lama susah masuk,netral,1,4,16,3,2025-12-15 14:48:53,0,409.1.0.49.170,409.1.0.49.170
kenapa instagram saya force close terus tidak bisa dibuka,negatif,0,1,57,9,2025-12-09 12:17:43,2,389.0.0.49.87,389.0.0.49.87
please iklannya kebanyakan udah gtu sering pas scroll gak mau ganti jadi susah untuk scrolling,netral,1,3,94,15,2026-04-18 15:55:40,0,192.0.0.35.123,192.0.0.35.123
banyak iklan nya dan sudah muak dengan semua bug nya yang agak mengganggu seperti jaringan yang kadang kadang jelek padahal saya pakai di youtube tiktok dll lancar jaya dan pas saya mau pos sg agak nunggu jadi tolong di perbaiki aplikasi nya,netral,1,3,241,42,2026-01-30 11:33:11,31,413.0.0.41.84,413.0.0.41.84
sangat membantu good aplikasi,positif,2,5,29,4,2025-12-13 23:31:18,0,409.0.0.48.170,409.0.0.48.170
tolong perbaiki bug nya udah 1hari aplikasi tidak bisa di buka,positif,2,5,62,11,2026-01-06 07:29:05,0,,
maaf aplikasi nya sering erorr walaupun sering update,netral,1,3,53,8,2026-02-13 10:14:52,0,415.1.0.46.76,415.1.0.46.76
ga bisa vc kalo vc pasti lagg,netral,1,4,29,7,2026-05-15 00:13:12,0,,
buruk sekarang kalau aku mau bikin akun baru sering ditangguhkan terus padahal aku ga lakuin apapun muak banget plis,netral,1,2,116,19,2026-05-17 01:21:54,0,,
bagus si dan masuk ke apk fav tpi kenapa setiap mw post sesuatu layar nya blank dan cm 1 fto yg bru di ambil paling atas aja yg bsa di post tolong di perbaiki,netral,1,3,158,34,2025-12-27 06:09:05,9,410.1.0.63.71,410.1.0.63.71
instagram sekarang aneh banget udah males banget main instagram sekarang setiap akun di ban permanent suspend semua sudah buat yang baru masih aja di ban permanent instagram tolong dong kembalikan akun ku,netral,1,2,204,32,2026-04-05 06:41:00,0,,
pengecut menutupi kenyataan yg ada,positif,2,5,34,5,2026-04-07 15:07:47,0,423.0.0.47.66,423.0.0.47.66
dari instagram saya belajar banyak hall yang belum tentu saya ketahui dan beberapa belum tentu orang lain ketahui inti nya di instagram banyak hall menarik yang bisa kita pelajari tentang siklus kehidupan sehari hari orang lain dan mencari banyak informasi di luar serta bisa tahu sesuatu yang sedang trending,positif,2,5,309,49,2026-04-30 15:27:13,0,,
gak cocok efek nya untuk di pakai,negatif,0,1,33,7,2026-05-08 09:00:35,0,428.0.0.47.67,428.0.0.47.67
di mantapkan saja,netral,1,4,17,3,2026-02-10 16:13:03,0,416.0.0.47.66,416.0.0.47.66
bagus saya suka walaupun sebelum mendownload ig harus hpus aplikasi tiktok,positif,2,5,74,11,2026-02-18 05:17:40,0,,
apk crash dan hilang di googleplay ada tapi dimenu g ada coba uninstall g bisa,negatif,0,1,78,15,2025-12-23 21:30:25,4,410.1.0.63.71,410.1.0.63.71
ig sgt bermanfaat bagi banyak orang,positif,2,5,35,6,2026-02-13 07:54:12,0,415.1.0.46.76,415.1.0.46.76
berilah fitur untuk menyimpan foto atau video tanpa ada tambahan apk lain,positif,2,5,73,12,2026-04-04 16:01:37,0,423.0.0.47.66,423.0.0.47.66
setelah update ke versi baru malah engga bisa login tolong perbaiki ya,negatif,0,1,70,12,2026-04-26 12:50:14,1,426.0.0.37.68,426.0.0.37.68
seneng banget walapun sebenarnya masih gak terlalu tau bikin postingan tapi sy suka,positif,2,5,83,13,2026-02-04 12:36:29,1,414.0.0.40.83,414.0.0.40.83
busuk ig busuk buat live gak bisa pdhl pengikut gw dah 4k,negatif,0,1,57,12,2026-01-03 12:41:20,0,410.1.0.63.71,410.1.0.63.71
ookey,positif,2,5,5,1,2026-04-09 02:39:50,0,277.0.0.17.107,277.0.0.17.107
itu fitur yang scroll ke bagian yang baru saja di tonton penting bgt buat semisal ada yang bikin vidio part part gitu,positif,2,5,117,22,2025-12-10 07:24:22,0,,
banya kenangan yg terlupakan,positif,2,5,28,4,2026-04-26 11:29:41,0,,
best deh pokoknya,positif,2,5,17,3,2026-04-26 12:27:50,0,,
woyyy ini kenapa ngelek uda ku update masih ngelek ku hapus download lagi masih ngelek padahal jaringan ku stabil tolong lahh bug nya dibenerin nihh bikin jadi gak nyaman aja,negatif,0,1,174,30,2026-04-26 05:03:27,0,,
media sosial yang sangat membantu untuk mendapatkan dan berbagi informasi,positif,2,5,73,10,2025-12-31 23:47:49,0,,
aplikasi ini memiliki bug seperti tidak bisa mengikuti seseorang maupun menerima pengikut tolong di perbaikin karena saya sudau cari cara nya di tiktok tetap tidak bisa dan sudah meminta bantuan juga tidak bisa tolong dan di perbaiki lagi,netral,1,3,238,38,2026-04-18 22:53:16,0,,
tolong dong mengapa jika mengedit foto dan memakai filter ig dan di savealah filternya tidak tergunakan di fotonya heran dehh,positif,2,5,125,20,2026-04-24 10:40:57,1,426.0.0.37.68,426.0.0.37.68
mantap boskuh,positif,2,5,13,2,2026-01-14 11:12:19,0,411.0.0.23.257,411.0.0.23.257
bagusss mantapp pokoknya di sini lengkap terima kasihh ya instagram sudahh membuat saya senang tpi pliss ya klo mendwolod jng ksi lama,positif,2,5,134,22,2026-03-05 02:43:55,0,,
aplikasi nya bagusss udh bisa bersaing di levelnya lebih bagus dri tiktok wa kalau soal fiturnya,positif,2,5,96,16,2026-05-14 12:34:45,0,426.0.0.37.68,426.0.0.37.68
udh habis kesabran gw dari tadi gk masuk masuk ni apk udh 4jam gw tunggu ni apa sosmed atau apa banyak banget bug lu toling perbaiki ini udh habis 2gb buat nunguu masuk dlm apk ini,positif,2,5,180,36,2026-05-17 14:29:54,1,410.1.0.63.71,410.1.0.63.71
abis update bukan makin bagus malah sering ngebug pdahal sinyal bagus,netral,1,2,69,11,2026-04-26 04:17:51,0,,
bnyak bug,positif,2,5,9,2,2026-05-21 22:34:49,0,430.0.0.53.80,430.0.0.53.80
igku keluar terus dari semalem kenapa ya tolong dongg ini gimanaaa,negatif,0,1,66,11,2026-02-12 11:28:49,0,,
kocak bnyk bgtt iklan judol,negatif,0,1,27,5,2025-12-20 19:40:20,0,411.0.0.0.73,411.0.0.0.73
kenapa mau login aja sush sih ngebag mulu,netral,1,2,41,8,2026-05-22 10:44:04,0,,
tolong dibenerin bug nya instagramku udah versi terbaru tapi note gif nya ga muncul komentar di insta story ku ga muncul padahal di akun kedua ku ada tapi di akun pertamaku malah ga muncul note gif nya,netral,1,2,201,37,2026-04-18 09:01:48,0,,
please add the feature to add photos to posts that have already been posted,netral,1,4,75,14,2026-05-15 11:04:41,0,429.1.0.44.70,429.1.0.44.70
lelet kali di peksa henti di hapus cache tetap aja lelet di instal balek udh kembali seperti semula tpi beberapa menit kemudian lelet lagi masa iya siap pake uninstall setiap mau main install lagii tolong dong ini kesalahan apa apa solusinya,negatif,0,1,241,41,2026-04-25 03:53:47,0,,
instagramm plissss ituu gimanaa akuu gaa bisaa login instagram akuuu loading terusss ituu akun utamaa akuu udah banyakk folowersss tolongg dongg jangann down teruss pleaseee demii akuu,netral,1,3,184,27,2026-04-24 05:51:41,1,426.0.0.37.68,426.0.0.37.68
syuka,positif,2,5,5,1,2026-04-23 06:38:27,0,,
ko gabisa di instal yaa,netral,1,4,23,5,2026-05-20 01:21:51,0,,
tidak ada auto scroll,negatif,0,1,21,4,2025-12-28 05:57:01,0,410.1.0.63.71,410.1.0.63.71
tidak pbisa live padahal udah 1k followers ga kena pelanggaran trus izin udah di aktifkan semua masih tetep ga bisa makin kesini makin rusak,negatif,0,1,140,24,2026-01-16 13:11:00,0,,
instagram e g jelas padahal pengikut udah 1000 lebih gak bisa live,netral,1,3,66,12,2026-02-13 03:33:10,2,416.0.0.47.66,416.0.0.47.66
lebih menarik dibanding tiktok,positif,2,5,30,4,2026-04-07 12:49:44,0,,
adain fitur buat bisa liat yang unfoll atau ga nya biar gampang ga perlu cek satu satu cape dawg,netral,1,4,96,19,2026-03-06 07:27:24,1,419.0.0.49.71,419.0.0.49.71
enak di gunakan,netral,1,4,15,3,2026-01-12 16:19:30,0,,
aplikasinya ngga jelas tiba tiba ngelag padahal sinyal bagus padahal aplikasi lain normal ketika keluar aplikasi langsung disuruh log in ulang dan itu susah banget masuknya loading lama sekali,negatif,0,1,192,29,2026-04-26 12:02:05,0,401.0.0.48.79,401.0.0.48.79
gak bisa login min entah itu dari server nya atau karena jaringan gw juga gak tau tapi udah berkali kali coba wifi dan data tetap gak bisa masuk,netral,1,3,144,28,2026-04-30 06:43:17,0,,
bagus buat nonton,positif,2,5,17,3,2026-05-01 14:52:19,0,,
iklannya bikin najis,negatif,0,1,20,3,2026-03-19 20:15:27,0,327.2.0.50.93,327.2.0.50.93
very happy,positif,2,5,10,2,2026-03-21 07:36:27,0,,
ig ku kenapa jadi error gini sih tiap bagi catetan pake lagu malah liriknya ngga ganti ganti udah di hapus trs di instal lagi ttp gitu terus,netral,1,4,140,27,2026-02-26 13:44:47,0,417.0.0.54.77,417.0.0.54.77
sumber masalah di hubungan saya,negatif,0,1,31,5,2026-04-23 01:00:08,0,425.0.0.47.61,425.0.0.47.61
why can t i open instagram even though i have data and wifi signal,netral,1,3,66,14,2026-04-24 23:14:09,1,426.0.0.37.68,426.0.0.37.68
ntapp,positif,2,5,5,1,2026-02-13 04:16:16,0,416.0.0.47.66,416.0.0.47.66
gimanaa sii padahal jaringan internet bagus ruang penyimpanan juga masih oke tpi kok biat login lemottnya minta ampun bahkan gabisa login,negatif,0,1,137,21,2026-04-25 13:52:54,1,360.0.0.52.192,360.0.0.52.192
terbaik sudah kasih dulu seratus,positif,2,5,32,5,2026-02-25 02:05:48,0,414.0.0.40.83,414.0.0.40.83
apk tidak bisa di buka,negatif,0,1,22,5,2025-12-24 16:53:38,0,410.1.0.63.71,410.1.0.63.71
te bisa di buka aplikasi na ge,negatif,0,1,30,7,2026-05-12 12:37:48,0,,
kenapa akun saya kena suspend terus kena banned pdhl saya ga neko neko 3 akun gitu semua apa salah sayah,negatif,0,1,104,20,2026-01-13 15:57:28,0,411.0.0.23.257,411.0.0.23.257
suka ilang akun ig nya,negatif,0,1,22,5,2026-04-07 04:58:17,0,,
ni sudah nda usah ditanya lagi aku sudah memakainya dari zaman purba kala hahahaha ini aplikasi legendaris ga mungkin aku kasih bintang 3 2 apalagi 1 dia menemaniku sejak aku dari kecil dan hingga sekarang menjadi prioritas utama untuk hiburan yang tiada habisannya disaat medsos lainnya sudah mulai usang dan kehilangan taringnnya aplikasi ini tetap tiada duannya,positif,2,5,364,57,2026-03-31 09:22:13,0,281.0.0.19.105,281.0.0.19.105
sangat bagus rekomended,positif,2,5,23,3,2026-03-28 09:53:45,0,,
apk nya bagus tapi gw di hapus sebentar ajaa gaa bisaa login lagii kee akun gw malah ilang,negatif,0,1,90,18,2026-04-01 08:23:02,0,,
vidionya gampang fyp,positif,2,5,20,3,2026-01-04 02:44:13,0,410.1.0.63.71,410.1.0.63.71
kenapa yaa followers aku udah 8000an belum bisa buat channel broadcast,positif,2,5,70,11,2026-04-16 12:35:22,0,425.0.0.47.61,425.0.0.47.61
balikin 2 akun gue mana gue beli nya mahal mahal tapi ujungnya kena suspend,negatif,0,1,75,14,2026-05-18 08:38:46,0,,
sebelum update banyak sekali iklan judol dan bug pas di update aku kira berkurang karena sudah banyak aku laporkan iklannya ternyata makin tambah banyak iklan judolnya padahal tidak eprnah download sama sekali game juga tidak pernah kok tiba2 banyak begini buat tidak nyaman saja pas buka instagram tolong diperbaiki,negatif,0,1,316,49,2026-04-11 14:05:29,4,424.0.0.49.64,424.0.0.49.64
tolong ini kenapa ig saya sekarang selalu ke log ut sendiri padahal yang login saya doang tolong di perbaiki,netral,1,4,108,19,2025-12-23 10:15:55,0,410.1.0.63.71,410.1.0.63.71
media yang sangat ke kinian,netral,1,4,27,5,2026-05-20 05:09:12,0,,
masuk akun sendiri pswrd udah bener tp selalu gabisa dibuka alasn verifikasi aneh,negatif,0,1,81,13,2026-02-23 08:47:12,3,417.0.0.54.77,417.0.0.54.77
sumpah ini aplikasi sangat di butuhkan karna sangat senang mengunakan ny,positif,2,5,72,11,2026-03-28 12:22:11,0,422.0.0.44.64,422.0.0.44.64
baik adanya,positif,2,5,11,2,2026-04-13 12:12:42,0,424.0.0.49.64,424.0.0.49.64
ngepost foto jadi pecah blur,netral,1,4,28,5,2026-01-30 10:15:18,0,414.0.0.40.83,414.0.0.40.83
gw suka hiburan tanpa batas,positif,2,5,27,5,2026-03-13 18:00:33,0,,
ini gimana kok selalu loading terus kalau di buka dulu tidak pernah seperti ini wifi nya lancar penyimpanan tidak penuh tapi kenapa kok tidak bisa dibuka tolong untuk segera diperbaiki,negatif,0,1,184,30,2026-05-01 02:58:58,1,,
menyenagkan,positif,2,5,11,1,2026-04-06 13:28:07,0,423.0.0.47.66,423.0.0.47.66
kenapa instagram saya belum ada fitur repost story tanpa di tag ya padahal sudah tidak bisa di update sudah versi terbaru,positif,2,5,121,21,2026-05-17 11:09:27,0,429.1.0.44.70,429.1.0.44.70
